Cluster,Topics
650,"security, 19, covid, vaccination, clinics"
651,"waterproofing, wachs, ict, supply, manager"
652,"room, telecommunications, microsoft, print, probity"
653,"doing, dol800116, supply, kits, tso500"
654,"coodanup, pac, karloo, approach, roof"
655,"pathwest, cleaning, medicine, lis, wa"
656,"library, 24, subscription, 2023, renewal"
657,"2019, 19, long, ceiling, battening"
658,"modular, education, relocation, primary, school"
659,"cell, logistics, 19, covid, shicc"
660,"07, 06, upload, uniforms, order"
661,"supply, network, maintenance, 2020, support"
662,"maintenance, contract, support, request, health"
663,"1232021, 1242021, net, developer, bid"
664,"glencoe, allendale, school, primary, electricity"
665,"strategic, aboriginal, netapp, palyku, dlgsc"
666,"web, demolition, wooroloo, media, personnel"
667,"wa, peron, microsoft, model, sla"
668,"cuaicts2021, cua, enterprise, gnict2015, cuaicts2015"
669,"19, covid, fitout, street, office"
670,"pithara, m032, 139, 1376slk, 1165slk"
671,"use, agreement, personnel, common, revenue"
672,"busway, lawn, communications, diligence, driving"
673,"converge, program, personnel, medp, manager"
674,"site, attendees, optional, commencing, attendance"
675,"canning, coodanup, secondary, college, electricity"
676,"gas, natural, greenough, coupling, uncoupling"
677,"levels, ecm, portal, cdm, f5"
678,"carpark, equipment, financial, aruba, accountant"
679,"awards, auto, participation, 2023, toyota"
680,"trade, upgrade, block, west, roof"
681,"case, precinct, parks, zoo, zoological"
682,"risk, parking, program, planning, manager"
683,"australian, provide, health, analysis, digital"
684,"documnetation, australia, post, mail, cuatrp2016"
685,"esb, pipes, reinforced, officer, supply"
686,"school, wycombe, education, high, yard"
687,"testing, strategy, uplift, specialist, category"
688,"2023, 22, maintenance, agreement, f5"
689,"lotterywest, administrative, support, internal, audit"
690,"college, renewal, emergency, supply, waste"
691,"implementation, workplace, modern, microsoft, 365"
692,"collection, kitchen, supply, hospital, block"
693,"metro, asset, staff, engagement, information"
694,"west, repairs, structures, substructure, superstructure"
695,"programmed, pfm, regional, casuarina, prison"
696,"murujuga, cultural, architect, museum, program"
697,"uv, sfcm, eucla, curable, border"
698,"motorcycles, jhcd2, replacement, campus, health"
699,"proofreading, refer, division, cloud, solution"
700,"rock, evaluation, murujuga, program, art"
701,"face, lead, 19, covid, cape"
702,"irene, fernandez, senior, network, engineer"
703,"independent, covid, 19, site, contract"
704,"leveque, 19, wa, resources, covid"
705,"health, delivery, supply, commissioning, hospital"
706,"bath, bedroom, construction, dwelling, lot"
707,"lee, officer, alcon, kelly, procurement"
708,"fte, additional, counsellor, counselling, financial"
709,"whitfield, geraldton, st, beachlands, lot"
710,"hays, branding, dpird, laboratories, removalist"
711,"angular, device, darktrace, experience, health"
712,"site, australia, western, force, police"
713,"mindarie, canning, college, electricity, cuaelc2012"
714,"interactive, perth, hospital, supply, royal"
715,"county, health, supply, telehealth, laptops"
716,"architecture, policing, architect, solution, cuaicts2021"
717,"school, education, primary, install, gla"
718,"procurement, covid, humidifiers, outsourced, orchestration"
719,"level, removal, armadale, crossing, inner"
720,"albany, shs, esperance, boyanup, upgrade"
721,"wa, magmax, microbiology, seeking, pathwest"
722,"panel, asset, renewal, scats, amcl"
723,"engaged, organisation, manual, analyst, test"
724,"future, facility, depot, concept, nowergup"
725,"media, analyst, application, development, programming"
726,"parkwood, woodlupine, primary, school, electricity"
727,"design, upgrades, secondary, college, education"
728,"cuatps2019, issued, analyst, resilience, cuaicts2015"
729,"dollar, öld, senior, officer, goede"
730,"school, dayton, education, cost, panel"
731,"garage, media, corporate, netapp, 2020"
732,"audit, associate, security, cuatps2019, analyst"
733,"remediation, asbestos, stabilisation, np, yandeyarra"
734,"objective, feeders, oct, pallets, trail"
735,"gla, removal, school, education, primary"
736,"health, palliative, care, australia, western"
737,"ci, digital, assist, wa, infrastructure"
738,"newman, upgrade, primary, school, education"
739,"creation, design, road, courtyard, ring"
740,"25, surface, plus, pro, docking"
741,"community, seeking, supply, development, design"
742,"dollar, öld, tendering, procurement, officer"
743,"region, development, implementation, executive, vaccine"
744,"assessment, seeking, development, density, design"
745,"install, flinders, primary, pre, park"
746,"reliability, vertical, track, principal, engineer"
747,"engagement, planner, emr, scheduler, leader"
748,"quotation, undertakes, subcontractor, facility, bus"
749,"transactional, accounting, financial, coal, advisory"
750,"heavy, clerical, administrative, support, personnel"
751,"dol800116, öld, 19, covid, recovery"
752,"dol800116, refurbishment, dwellings, meekatharra, seventeen"
753,"administrative, clerical, support, administration, personnel"
754,"support, customer, review, wa, seeking"
755,"2021, campus, case, country, health"
756,"consultancy, systems, infrastructure, health, transperth"
757,"systems, transit, financial, identity, administrator"
758,"applecare, amp, umbrella, architecture, support"
759,"intella, maintenance, manager, annual, content"
760,"specialist, engineer, track, branch, l5"
761,"primary, education, relocation, high, school"
762,"documnetation, support, 20, enterprise, microsoft"
763,"supply, computers, school, primary, settlers"
764,"tafe, signals, ndis, training, facility"
765,"1hrlegacy, hp, change, manager, transnet"
766,"bibra, education, water, lake, supply"
767,"port, learning, contemporary, planning, hinterland"
768,"compactor, gyratory, transportable, ahs, pharmacy"
769,"shire, busselton, logitech, webcams, wiluna"
770,"disinfection, fabrication, spin, hbf, arena"
771,"engagement, earthmoving, research, light, katanning"
772,"wa, covid, costs, health, care"
773,"doing, dollar, öld, xyz, xxx"
774,"moora, media, pinjar, condition, monitoring"
775,"architecture, statewide, electricity, security, advisory"
776,"graphic, grounds, application, counselling, maintenance"
777,"hospitality, cctv, forecast, supply, equipment"
778,"innaloo, 156, odin, 158, lot"
779,"20708, dumbarton, bus, stop, embayment"
780,"document, controller, line, ellenbrook, morley"
781,"dfes, panel, alterations, architectural, vfrs"
782,"advisor, directions, cisco, telestroke, development"
783,"beverage, multiple, inquiry, deposit, alcoholic"
784,"öld, centre, review, science, defence"
785,"öld, data, administrative, administration, officer"
786,"support, nominated, area, schools, personnel"
787,"dollars, supply, delivery, technology, battery"
788,"801, lot, w641026, street, architect"
789,"213, lot, rowse, refurbishment, nulsen"
790,"roundtable, train, consumables, supply, australind"
791,"surface, pro, caravans, laptops, purchase"
792,"öld, civil, signalling, engineer, krff"
793,"clay, computers, lenovo, thinkpad, supply"
794,"hbfs, indoor, grouting, thac, pool"
795,"clerk, cuatps2019, platform, power, developer"
796,"1x, nursing, installation, exceptionally, classroom"
797,"forecasting, safety, conflict, internal, audit"
798,"facilitation, session, boards, committees, kaartdijin"
799,"dwer302122, technical, temp, personnel, cuatps2019"
800,"mechanical, ap, officer, personnel, cuatps2019"
801,"verandah, wa, beachlands, dongara, replacement"
802,"school, education, high, wycombe, yard"
803,"asbestos, jacobs, advisian, asset, plan"
804,"western, island, support, health, wa"
805,"settlers, school, primary, electricity, cuaelc2012"
806,"furniture, closure, bus, depot, joondalup"
807,"genstat, grey, switch, phoslock, core"
808,"goongoongup, support, signalling, principal, engineering"
809,"street, leonara, 787, lot, tower"
810,"lift, global, platforming, support, agility"
811,"public, security, nominated, schools, area"
812,"windows, support, directorate, officer, supply"
813,"midland, design, consultancy, station, cale"
814,"change, exchange, wachs, program, drilling"
815,"resource, edc, airfare, data, analyst"
816,"consultancy, room, concept, conference, proof"
817,"toilet, primary, architectural, school, education"
818,"link, cockburn, thornlie, rail, engineer"
819,"modular, relocation, gla, primary, school"
820,"stage, building, burswood, case, analyst"
821,"line, additional, employees, 50, 13covid"
822,"engineer, track, engineers, tcl, yre"
823,"envoronmental, ict, program, environmental, online"
824,"college, senior, school, high, education"
825,"parade, region, architectural, cunderdin, safety"
826,"health, contact, office, mental, centre"
827,"dof, quotes, education, esc, sc"
828,"officer, digital, media, chan, pyay"
829,"hardware, integration, warehouse, engineer, data"
830,"bole, marri, sawlog, firewood, sale"
831,"pfd, bidfood, products, prospector, buffet"
832,"stimulate, sites, bi, zoo, essentials"
833,"east, cost, metropolitan, mental, health"
834,"replacement, lis, pmo, gng, pw058"
835,"reece, transport, data, spatial, analyst"
836,"zoological, conservation, plan, australian, transport"
837,"schools, unmanned, zone, care, canning"
838,"doj, doing, support, senior, desktop"
839,"2025, webeoc, 2022, suse, renewal"
840,"construction, 2023, refurbishment, wa, term"
841,"tascone, writer, communications, relic, officer"
842,"dome, domed, supply, pta, furniture"
843,"directorate, office, support, supply, field"
844,"election, science, technology, ec21, stem"
845,"wanneroo, college, electricity, cuaelc2012, secondary"
846,"research, lead, murdoch, stakeholder, medihotel"
847,"staged, dredging, tbw3, educator, diabetic"
848,"analyst, high, capacity, lead, signalling"
849,"doing, dollars, hr, 1hr, director"
850,"supply, reticulated, stanley, fiona, hospital"
851,"support, master, microsoft, premier, scrum"
852,"microsoft, true, support, officer, comms"
853,"exmouth, removal, education, classroom, modular"
854,"2019, renewal, license, tibco, spotfire"
855,"solar, resource, pressure, consulting, workforce"
856,"sugar, wayfinding, hire, staff, accounting"
857,"roof, primary, school, education, architectural"
858,"western, claremont, compactor, technical, power"
859,"challis, aveley, highgate, 1x, gla"
860,"wa, advisory, science, chief, scientist"
861,"island, 60, plan, recovery, wa"
862,"doherty, doh202210329, dol800116, öld, tractor"
863,"spargoville, repositioning, cleaning, park, hbf"
864,"manager, stations, quote, tcl, yre"
865,"block, supply, program, healthnext, sondap"
866,"hydrology, power, advisor, layer, sre"
867,"health, bridge, tank, influenza, program"
868,"cranbrook, plantagenet, pchs, western, australia"
869,"doherty, dol800116, öld, resources, salesforce"
870,"supply, optional, narrogin, hospital, commissioning"
871,"school, education, installation, modular, classrooms"
872,"centre, state, visual, audio, football"
873,"high, senior, school, laptops, cuacmd2014"
874,"replacement, dwer200817, strategic, bore, gillingarra"
875,"laterite, freehold, 5740, produce, gravel"
876,"extension, link, cockburn, thornlie, yanchep"
877,"metallic, 2022, maintenance, renewal, commvault"
878,"engineer, development, rwwa, including, design"
879,"detached, creek, bath, halls, bedroom"
880,"nollamara, reeearch, nemldc, school, bus"
881,"legacy, logistic, block, software, meropolitan"
882,"kalgoorlie, karridale, bus, river, margaret"
883,"doj, doing, dollar, öld, docusign"
884,"contract, lead, framework, saleeba, cirs"
885,"school, upgrades, primary, carpark, education"
886,"microsoft, compliance, premier, sites, electricity"
887,"govnext, cuagnict2015, expenditure, network, tester"
888,"broome, 4a, 4b, puertollano, duplex"
889,"bedroom, detached, lot, dwelling, kununurra"
890,"9t, body, gvm, truck, tipping"
891,"safe, development, govnext, supervisor, model"
892,"doj, dollars, öld, officer, accounts"
893,"child, adolescent, educator, clincial, coder"
894,"level, removal, armadale, inner, crossing"
895,"dol, öld, cisco, network, cuagnict2015"
896,"subiaco, supply, electricity, house, heytesbury"
897,"procurement, replacement, specialist, ptc, ups"
898,"citrix, shenton, acacia, photocopiers, dynatrace"
899,"infill, scholarships, install, solar, panels"
900,"purchasing, force, framework, direct, police"
901,"custodial, furniture, armadale, evaluation, officer"
902,"engineer, availability, reliability, maintainability, rams"
903,"dongara, school, high, electricity, district"
904,"school, 1x, room, classroom, education"
905,"definition, sites, education, building, primary"
906,"tibco, ict, icwa, developer, integration"
907,"https, accepted, 2019, quotes, lodgement"
908,"govdc, delivery, canvas, concrete, supply"
909,"library, upgrade, wa, state, supreme"
910,"regional, metropolitan, industries, engineering, development"
911,"ws9, units, warranty, pc, 250"
912,"clinical, technical, ancf, holder, specialist"
913,"housing, nmhs, gst, internal, audit"
914,"track, panel, engineering, depot, bellevue"
915,"plan, wa, laboratory, pathwest, medicine"
916,"disability, rack, rap, emergencywa, bellevue"
917,"5652022, bid6122022, 2023, 2022, bid"
918,"contract, manager, officer, staff, engagement"
919,"seebase, hou201912641, 2022, federation, bridge"
920,"museum, nowergup, graphic, cleaning, supervisor"
921,"tissue, support, atlassian, analysis, spatial"
922,"webex, disposal, upgrade, waste, recycling"
923,"legislative, agreements, model, operating, review"
924,"dollar, support, assistant, database, administration"
925,"talented, gifted, drilling, transformation, program"
926,"command, wiring, katanning, l6078, harris"
927,"administration, staff, engagement, clerical, operations"
928,"program, cleaning, narrogin, region, roads"
929,"broome, office, regional, development, cleaning"
930,"track, replacements, ole, 825, 821a"
931,"held, non, confirm, mandatory, attendance"
932,"asm, leadership, export, development, program"
933,"security, maturity, centre, biovolume, brunswick"
934,"support, integration, program, architect, cuaicts2015"
935,"island, valve, technical, aortic, support"
936,"hpe, 2023, 2021, equipment, supply"
937,"öld, supply, electricity, bundled, unbundled"
938,"dot401010, refurbishment, sherp, mwg15, pw555"
939,"darter, dwelling, south, lot, hedland"
940,"cleaning, depot, developer, net, pow"
941,"licensing, private, ward, hollywood, woods"
942,"19, covid, measures, response, stimulus"
943,"dmirs1481119, contract, support, content, web"
944,"northam, merriwa, quinns, school, bus"
945,"change, knowledge, resource, database, analyst"
946,"assisant, assessments, maturity, assistant, accountant"
947,"dollar, öld, analyst, anbanantham, ramesh"
948,"access, people, ndis, psychosocial, disability"
949,"architecture, assigned, hbf, stadium, support"
950,"supply, school, primary, cuacmd2014, ipads"
951,"various, documentation, gathering, implementation, ict"
952,"engagement, reporting, design, engineering, analytics"
953,"scanning, kelmscott, acacia, rehapp, sisters"
954,"replacement, police, hospital, doctor, health"
955,"12, depot, bellevue, transformer, 5mva"
956,"incubators, newman, scats, svd, station"
957,"clothing, panel, officer, senior, environmental"
958,"development, analyst, software, programming, java"
959,"öld, access, assessment, party, tcl"
960,"dollars, officer, payroll, sonia, faranda"
961,"support, dplh, icts2015, architectural, cuape004284"
962,"pty, pfm, programmed, facility, prison"
963,"sharepoint, proof, karel, 250a, m365"
964,"bridge, substructure, repairs, superstructure, structure"
965,"hbf, accessible, stadium, lift, p21152c"
966,"2021, audits, internal, audit, 2020"
967,"panel, country, 2021, case, health"
968,"install, smartbear, maintenance, karratha, supply"
969,"dollar, instrument, tq, xs, xevo"
970,"doj20200817, dot401920, supply, vehicles, electric"
971,"developer, telephony, ip, unbadged, engineering"
972,"contact, site, tenderers, mandatory, attendance"
973,"delivery, dpird2022031, ht, qiacube, feed"
974,"cm9, architect, satellite, solution, architecture"
975,"pty, programmed, pfm, primary, school"
976,"ground, broome, hale, isp, house"
977,"id, manager, 2023, 487, 8682023"
978,"non, license, uplift, f5, prod"
979,"target, emc, 120, wanju, tourism"
980,"publication, comms, commvault, bis, 2022"
981,"leica, audit, rhu, analyst, probity"
982,"street, lot, complex, rfq210520191015, scancam"
983,"regiona, australasia, data, hub, copernicus"
984,"support, ad, oracle, hoc, financials"
985,"officer, specialist, category, cuatps2019, personnel"
986,"behalf, pty, school, pfm, programmed"
987,"covid, promotional, frames, dpc, communications"
988,"datalink, managed, database, sbs, data"
989,"new, school, education, architectural, panel"
990,"subiaco, ps, education, installation, gla"
991,"coolbellup, college, community, electricity, cuaelc2012"
992,"odpp, licenses, support, extended, justware"
993,"f5, maintenance, low, managers, ventilators"
994,"package, housing, support, communities, sherp"
995,"support, officer, grant, jane, goh"
996,"force, station, panel, architectural, police"
997,"doj201902280, doj201806350, doj, doherty, carpeting"
998,"ls, track, governance, engineering, coding"
999,"surveillance, facility, rail, freight, kenwick"
1000,"education, building, panel, engineering, specialists"
1001,"plumbing, maintenance, communities, multiple, ahr"
1002,"metre, office, supply, electricity, mandurah"
1003,"enabling, nowergup, l5, network, manager"
1004,"systems, assessment, risk, replacement, radio"
1005,"private, printing, minor, magazines, cahs"
1006,"2020, police, force, case, headquarters"
1007,"doing, doherty, dol800116, fitout, uew"
1008,"smith, anita, firth, personnel, temp"
1009,"slk, denmark, campus, health, rd"
1010,"dol800116, sme, pacs, ris, mirp"
1011,"lan, switch, ccm, technical, writer"
1012,"plant, treatment, pest, warburton, parrot"
1013,"suitable, consultancy, harbour, boat, supply"
1014,"ben, moss, atkens, senior, officer"
1015,"reform, pcm, desktop, replacement, platform"
1016,"audit, upgrade, program, air, conditioning"
1017,"studies, atar, architecture, solutions, liaa"
1018,"ict, workstream, manager, change, program"
1019,"structural, bellevue, refurbishment, contract, surveillance"
1020,"portal, property, grants, updates, valuations"
1021,"program, support, transport, wa, pta"
1022,"dol, öld, minor, rph, icu"
1023,"collie, roseworth, refurbishment, newman, health"
1024,"diana, sweetman, chong, senior, kai"
1025,"doherty, doh20206805, software, administrator, packaging"
1026,"chiller, qlikview, perth, rheola, replacement"
1027,"spatial, geo, gambling, aboriginal, heritage"
1028,"north, fitout, refurbishment, level, ptc"
1029,"drinking, groundwater, gingin, remodeling, signs"
1030,"information, network, support, environmental, personnel"
1031,"support, oven, specified, mausoleum, sap"
1032,"protocol, request, trim, category, platform"
1033,"testing, hydraulics, upgrade, cell, code"
1034,"water, government, design, cultural, maintenance"
1035,"devices, teachers, round, notebook, 52"
1036,"stored, yard, storage, primary, school"
1037,"maturity, private, administrator, pas, review"
1038,"assessment, mapping, stream, analyst, rapid"
1039,"l7, accountant, engagement, personnel, cuatps2019"
1040,"immunology, hla, medicine, laboratory, pathwest"
1041,"developer, nmhs, advisory, research, electricity"
1042,"reference, esri, karratha, noongar, maintenance"
1043,"audi, 2l, tfsi, quattro, tronic"
1044,"doherty, dol800116, data, audit, validation"
1045,"öld, hardware, repairs, mechanical, peripherals"
1046,"vulnerability, control, acunetix, tool, insight"
1047,"vegetation, pcrc, tractor, contract, officer"
1048,"digital, architecture, backup, transformation, solution"
1049,"dol800116, öld, dpird2020060, citrix, susbscription"
1050,"site, locomotive, leederville, u201, dpird2024014"
1051,"hospital, engineering, specialists, building, panel"
1052,"bridge, structures, load, rating, underpass"
1053,"foreshore, monkey, av, examination, upgrade"
1054,"cisco, condolence, tunney, anzsog, veterinary"
1055,"pencils, journals, subscribed, csiro, ipads"
1056,"domed, caversham, beechboro, ldc, pd"
1057,"specialists, condition, 2014, panel, health"
1058,"mounted, systems, data, delivery, supply"
1059,"high, warnbro, senior, 288, 96"
1060,"systems, counsel, provide, program, maintenance"
1061,"major, administrative, support, clerical, personnel"
1062,"strat, bst, commercial, rsr, adv"
1063,"plan, 2021, audits, internal, audit"
1064,"öld, signal, senior, civil, engineer"
1065,"plans, prevention, culturally, suicide, aboriginal"
1066,"program, wachs, assistance, pilbara, employee"
1067,"upgrade, jims, equipment, training, maintenance"
1068,"futures, swicc, line, trim, midland"
1069,"document, desktop, controller, analyst, personnel"
1070,"drive, learning, speed, variable, elmo"
1071,"coordinating, cpe, engineer, station, lakelands"
1072,"region, kimberley, support, operations, network"
1073,"evaluation, geraldton, blocks, ablution, kaartdijin"
1074,"fees, debit, development, executive, leadership"
1075,"pingrup, short, review, onelims, cleaning"
1076,"doj, dollars, platform, digital, asset"
1077,"doing, doherty, dol800116, support, database"
1078,"bed, bath, bathroom, dwellings, bedroom"
1079,"öld, senior, contract, environmental, advisor"
1080,"fixture, waterwise, council, manjimup, membership"
1081,"doing, officer, payroll, norman, jeffrey"
1082,"doj20200817, pathwest, advisory, lis, pw081"
1083,"karratha, anita, mandurah, office, cleaning"
1084,"existing, held, site, school, education"
1085,"hot, hospital, competency, intercoms, manual"
1086,"need, ongoing, officers, l2, licensing"
1087,"systems, contract, required, design, experience"
1088,"mims, wa, site, room, recovery"
1089,"doj, öld, systems, quality, coordinator"
1090,"ap, 5y, 65, cisco, dna"
1091,"consultant, abw, intranet, equipment, engagement"
1092,"makybe, exchangers, royal, hospital, therapy"
1093,"buses, test, self, rats, kitting"
1094,"network, azure, perth, block, cloud"
1095,"öld, response, site, repsonse, kensington"
1096,"öld, support, 19, covid, shicc"
1097,"segmentation, domestic, marketing, water, strategic"
1098,"gla, transportable, accompanying, ramp, landing"
1099,"database, agency, ahwa, financial, auditor"
1100,"swtc, engineer, line, ellenbrook, morley"
1101,"dollar, server, 2016, windows, backfill"
1102,"big, switchboards, lighting, perth, motorplex"
1103,"wapol18620, improvised, delivery, 50kw, supply"
1104,"healthy, sharepoint, financial, program, analysis"
1105,"dol, öld, commissioning, fal, plc"
1106,"confirm, attendance, mandatory, held, site"
1107,"doing, öld, maintenance, renewal, f5"
1108,"janet, aung, rebranding, building, engineer"
1109,"island, audio, rottnest, internal, audit"
1110,"doherty, doh20206805, öld, microsoft, licenses"
1111,"bunbury, slk, buggies, highway, supply"
1112,"human, hrmis, hrmis0119ab, buy, aggregated"
1113,"microsoft, drummond, licensing, planning, enterprise"
1114,"fencing, marking, kings, network, park"
1115,"new, transport, health, wa, pta"
1116,"delivery, bus, approximately, passenger, seats"
1117,"health, safety, officer, secure, wellbeing"
1118,"esf, lancelin, sec, aveley, physiotherapy"
1119,"media, disposal, traffic, western, australia"
1120,"requirements, analysis, spatial, solution, healthywa"
1121,"perth, modern, concert, grand, piano"
1122,"431, ewes, dpird2020098, disposal, livestock"
1123,"khan, irshad, coordinating, morton, prison"
1124,"policy, budgeting, senior, buying, officer"
1125,"engineer, officer, line, ellenbrook, morley"
1126,"öld, officer, remediation, licensing, hrwl"
1127,"wycombe, upgrade, refurbishment, pinjarra, education"
1128,"forest, sawlog, jarrah, bole, sale"
1129,"yard, removed, building, gla, education"
1130,"öld, 2020, application, 21, staysafe"
1131,"program, specified, required, data, personnel"
1132,"2023, 2021_22, 22, enterprise, microsoft"
1133,"engagement, professional, fal, engineering, materials"
1134,"days, agency, ict, hcs, analyst"
1135,"mandatory, attendance, contact, school, site"
1136,"dol800116, electrical, mechanical, technician, rollingstock"
1137,"trailers, supply, nortek, signature, litre"
1138,"park, bay, tower, lookout, koombana"
1139,"upss, probity, assessment, financial, cuaafa2018"
1140,"northern, widening, seal, 925, 1013"
1141,"supply, accounts, data, salesforce, mincor"
1142,"karratha, fence, gate, office, degrey"
1143,"hedland, port, study, marina, passing"
1144,"compass, operable, ventilator, monitors, replacement"
1145,"government, industries, local, sport, cultural"
1146,"applecross, park, school, primary, electricity"
1147,"doh202210329, dol, facilities, rph, bariatric"
1148,"support, pta, request, required, health"
1149,"files, digitising, resus, monitoring, media"
1150,"achs, improvement, energy, stadium, hbf"
1151,"consultant, seeking, stadium, address, audit"
1152,"öld, response, incident, vexillum, didemnum"
1153,"öld, maintenance, planning, strategic, specialist"
1154,"armadale, theatrical, crossing, inner, lpg"
1155,"perth, health, auspice, schools, wa"
1156,"doing, dol800116, supply, adobe, etla"
1157,"bedroom, quality, relocation, lot, builders"
1158,"bullen, 014432, audit, tester, developers"
1159,"data, pta, dot, metronet, migration"
1160,"corruption, products, hoods, purchase, bathroom"
1161,"metropolitan, hospital, emergency, case, health"
1162,"doherty, dol800116, build, intranet, prototype"
1163,"insurance, licenses, oracle, respect, goldengate"
1164,"pw055, pw068, pw066, replacement, lis"
1165,"doj, doherty, advice, financial, canceraid"
1166,"doing, doherty, dollar, learning, content"
1167,"dol800116, officer, civil, engineers, engineering"
1168,"dol800116, öld, backfill, ellipse, v9"
1169,"pty, pfm, programmed, quotes, bmw"
1170,"dol800116, swan, canning, analyses, phytoplankton"
1171,"lead, architecture, managed, architect, data"
1172,"mural, artworks, shallow, yanchep, police"
1173,"beach, school, primary, electricity, cuaelc2012"
1174,"lead, icts2015, developer, microsoft, cuaicts2015"
1175,"required, systems, support, equipment, maintenance"
1176,"webex, freezer, lookout, cots, nets"
1177,"bid762020, developer, bid882020, net, bid"
1178,"whiteman, upgrade, refurbishment, health, wa"
1179,"dol800116, delivery, cua, gateway, gnict2015"
1180,"öld, pc, 200, bundles, mini"
1181,"pty, programmed, pfm, dof, ps"
1182,"track, tunnel, steelwork, station, claremont"
1183,"manager, wooden, sharepoint, managing, program"
1184,"doing, doherty, öld, advisor, osh"
1185,"computers, senior, supply, school, high"
1186,"graphic, vetting, chipping, consulting, auctioneering"
1187,"supply, regulatory, delivery, modules, detainee"
1188,"region, software, aboriginal, maintenance, support"
1189,"dampier, additional, design, program, administration"
1190,"school, education, primary, wycombe, yard"
1191,"point, check, firewall, renewal, checkpoint"
1192,"waratah, adobe, absorb, ibisworld, subscription"
1193,"shared, path, carpark, ptc, powerapps"
1194,"bid, brennan, redaction, natalie, 4322022"
1195,"doing, office, furniture, buy, pick"
1196,"dol800116, engineer, data, bl, cleanser"
1197,"wa, 2021, case, country, health"
1198,"policy, website, payroll, director, officer"
1199,"dol, dpird2024004, hire, venue, conference"
1200,"dol800116, öld, software, hardware, pos"
1201,"school, electricity, cuaelc2012, distance, isolated"
1202,"classroom, school, primary, cost, education"
1203,"conservation, biodiversity, attractions, zoological, zoo"
1204,"cuarec2015, govnext, cuaict2015, cua, gnict2015"
1205,"purchase, mooring, utm, valkyrie, vessel"
1206,"changes, handling, tssu, pr4, ahu"
1207,"primary, install, pp, education, hwy"
1208,"scania, warning, equipment, delivery, supply"
1209,"subscription, meekatharra, wifi, obligations, lmperva"
1210,"vmware, cisco, software, maintenance, support"
1211,"refurbishment, yard, wycombe, education, high"
1212,"license, officer, meraki, cookie, compliance"
1213,"arena, carpark, hbfa, hbf, lighting"
1214,"survey, upgrade, pneumatic, slides, usar"
1215,"metropolitan, seroja, maintenance, stc, area"
1216,"dol800116, öld, cameras, search, fl360"
1217,"bromley, lampard, lot, vista, bayonet"
1218,"dol800116, nmhs, kemh, dmr, euc"
1219,"provider, party, utility, lak, wp"
1220,"bushland, turnback, eat, invest, busport"
1221,"awd, akera, suv, g35, auto"
1222,"mobile, stations, router, imos, weather"
1223,"classroom, school, installation, primary, education"
1224,"swathing, policing, irrigation, signalling, program"
1225,"peoplestreme, transfer, asbestos, mastercare, solution"
1226,"fal, agreement, master, officer, sales"
1227,"drawings, 2022, specification, karrakatta, road"
1228,"documnetation, licences, coaching, agile, airlock"
1229,"kalgoorlie, plant, heavy, crt, workshop"
1230,"cleaning, regional, central, tafe, campus"
1231,"inspection, attendance, site, confirm, au"
1232,"doh202210329, dol800116, heart, bullsbrook, immaculate"
1233,"dollar, öld, community, tool, insight"
1234,"software, platform, users, 100, fulcrum"
1235,"dol800116, öld, chaplaincy, ed19223, youthcare"
1236,"salesforce, 2021, cuaicts2015, program, cuaicts2021"
1237,"school, primary, education, install, gla"
1238,"dollar, öld, advice, legal, po100253"
1239,"operations, support, retail, officer, personnel"
1240,"boiler, installation, toilets, hospital, supply"
1241,"dol800116, program, monitoring, tcl, groundwater"
1242,"deloitte, premium, tiling, unaddressed, multimedia"
1243,"p501653, burrup, 11a, pb14, pw246"
1244,"online, renewal, 2024, westlaw, imperva"
1245,"doj201806350, doj, dolphin, cloud, adoption"
1246,"ps, preliminaries, education, roof, replacement"
1247,"2021, bid992020, fleet, checkpoint, 2020"
1248,"merino, 634, 335, lambs, wether"
1249,"öld, fal, recognition, noongar, fs"
1250,"aboriginal, imagery, artificial, heritage, jurien"
1251,"positions, finance, division, personnel, officer"
1252,"personnel, reports, electronic, emr, storeperson"
1253,"margaret, pilbara, memberships, network, reforms"
1254,"doj201806350, dolphin, certification, 2015, iso9001"
1255,"authority, contract, school, transport, bus"
1256,"botanic, whiteman, cleaning, spf, park"
1257,"showgrounds, community, clinic, vaccination, covid19"
1258,"trade, equipment, training, warranty, installation"
1259,"supply, maintenance, annual, oasis, montaj"
1260,"officer, seroja, stc, ruchini, wijesekera"
1261,"primary, school, education, architectural, panel"
1262,"office, optic, singapore, uniforms, officer"
1263,"centre, rottnest, wa, support, seeking"
1264,"sweepers, stereo, ruggedised, delivery, supply"
1265,"held, non, mandatory, police, site"
1266,"maintenance, provide, new, construction, health"
1267,"education, atwell, 1x, bathroom, esc"
1268,"coordinator, joanne, olsen, oscar, holligan"
1269,"advisory, dwer101723, cloud, 23, gateway"
1270,"metronet, programme, prioritisation, railcars, mailbox"
1271,"maidens, picton, primary, room, science"
1272,"writing, copy, internet, testing, transcription"
1273,"supply, camp, slk, 2023, morawa"
1274,"seeking, contract, supply, wa, health"
1275,"health, plan, concept, bentley, master"
1276,"analytics, assembly, study, delivery, supply"
1277,"telehealth, ict, delivery, manager, supply"
1278,"agreement, funding, 2022, 2023, federation"
1279,"nrtafe, 80, preparation, finance, laptops"
1280,"radiopharmaceuticals, nuclear, physics, royal, hospital"
1281,"jetty, budget, contracted, drug, newman"
